#ID	genome_anti_hits	prophage_hits	pBGC_hits	pBGC_types	coordinates	genome_length	name
GCF_002741845.2_ASM274184v2_genomic	0	0	0	-	-	0	NZ_CP024390.1 Borrelia miyamotoi strain Izh-4 chromosome, complete genome
GCF_002762195.1_ASM276219v1_genomic	5	1	0	-	-	0	NZ_CP024644.1 Komagataeibacter xylinus strain CGMCC 2955 chromosome, complete genome
GCF_002762115.1_ASM276211v1_genomic	6	5	0	-	-	0	NZ_CP024613.1 Acinetobacter baumannii strain Ab4568 chromosome, complete genome
GCF_002776555.1_ASM277655v1_genomic	0	0	0	-	-	0	NZ_CP021497.1 Legionella endosymbiont of Polyplax serrata strain PsAG chromosome, complete genome
GCF_002761255.1_ASM276125v1_genomic	3	4	0	-	-	0	NZ_CP017792.1 Enterococcus faecium strain E240 chromosome, complete genome
GCF_002762155.1_ASM276215v1_genomic	6	3	0	-	-	0	NZ_CP024612.1 Acinetobacter baumannii strain Ab4653 chromosome, complete genome
GCF_002763735.1_ASM276373v1_genomic	2	2	0	-	-	0	NZ_CP024701.1 Fusobacterium periodonticum strain KCOM 1277 chromosome, complete genome
GCF_002761275.1_ASM276127v1_genomic	3	4	0	-	-	0	NZ_CP017797.1 Enterococcus faecium strain E243 chromosome, complete genome
GCF_002759355.1_ASM275935v1_genomic	5	1	0	-	-	0	NZ_CP020992.1 Xanthomonas citri pv. phaseoli var. fuscans strain CFBP4885 chromosome, complete genome
GCF_002763775.1_ASM276377v1_genomic	2	0	0	-	-	0	NZ_CP024702.1 Fusobacterium periodonticum strain KCOM 1282 chromosome, complete genome
GCF_002763695.1_ASM276369v1_genomic	2	3	0	-	-	0	NZ_CP024700.1 Fusobacterium periodonticum strain KCOM 1263 chromosome, complete genome
GCF_002763815.1_ASM276381v1_genomic	1	0	0	-	-	0	NZ_CP024703.1 Fusobacterium periodonticum strain KCOM 2305 chromosome, complete genome
GCF_002754815.1_ASM275481v1_genomic	4	1	0	-	-	0	NZ_CP024588.1 Roseomonas sp. FDAARGOS_362 chromosome, complete genome
GCF_002776745.1_ASM277674v1_genomic	0	0	0	-	-	0	NZ_CP017730.1 Chlamydia trachomatis strain SQ32 chromosome, complete genome
GCF_002763875.1_ASM276387v1_genomic	2	0	0	-	-	0	NZ_CP024704.1 Fusobacterium periodonticum strain KCOM 2555 chromosome, complete genome
GCF_002761575.1_ASM276157v1_genomic	6	6	0	-	-	0	NZ_CP024124.1 Acinetobacter baumannii strain AYP-A2 chromosome, complete genome
GCF_002776795.1_ASM277679v1_genomic	0	0	0	-	-	0	NZ_CP017731.1 Chlamydia trachomatis strain SQ29 chromosome, complete genome
GCF_002764055.1_ASM276405v1_genomic	2	1	0	-	-	0	NZ_CP024749.1 Fusobacterium nucleatum subsp. vincentii strain KCOM 2931 chromosome, complete genome
GCF_002763925.1_ASM276392v1_genomic	2	2	0	-	-	0	NZ_CP024705.1 Fusobacterium periodonticum strain KCOM 2653 chromosome, complete genome
GCF_002776845.1_ASM277684v1_genomic	0	0	0	-	-	0	NZ_CP017732.1 Chlamydia trachomatis strain SQ20 chromosome, complete genome
GCF_002741765.1_ASM274176v1_genomic	0	0	0	-	-	0	NZ_CP024316.1 Borrelia miyamotoi strain Yekat-6 chromosome, complete genome
GCF_002776885.1_ASM277688v1_genomic	0	0	0	-	-	0	NZ_CP017733.1 Chlamydia trachomatis strain SQ24 chromosome, complete genome
GCF_002776955.1_ASM277695v1_genomic	0	0	0	-	-	0	NZ_CP017736.1 Chlamydia trachomatis strain SQ09 chromosome, complete genome
GCF_002763915.1_ASM276391v1_genomic	2	3	0	-	-	0	NZ_CP024731.1 Fusobacterium periodonticum strain KCOM 1262 chromosome, complete genome
GCF_002776975.1_ASM277697v1_genomic	0	0	0	-	-	0	NZ_CP017737.1 Chlamydia trachomatis strain SQ10 chromosome, complete genome
GCF_002776995.1_ASM277699v1_genomic	0	0	0	-	-	0	NZ_CP017738.1 Chlamydia trachomatis strain SQ12 chromosome, complete genome
GCF_002777015.1_ASM277701v1_genomic	0	0	0	-	-	0	NZ_CP017739.1 Chlamydia trachomatis strain SQ14 chromosome, complete genome
GCF_002763715.1_ASM276371v1_genomic	1	0	0	-	-	0	NZ_CP024727.1 Prevotella intermedia strain KCOM 1949 chromosome 1, complete sequence
GCF_002777035.1_ASM277703v1_genomic	0	0	0	-	-	0	NZ_CP017740.1 Chlamydia trachomatis strain SQ01 chromosome, complete genome
GCF_002763745.1_ASM276374v1_genomic	2	0	0	-	-	0	NZ_CP024723.1 Prevotella intermedia strain KCOM 2837 chromosome 1, complete sequence
GCF_002763615.1_ASM276361v1_genomic	3	1	0	-	-	0	NZ_CP024653.1 Brucella melitensis strain QH61 chromosome 1, complete sequence
GCF_002777055.1_ASM277705v1_genomic	0	0	0	-	-	0	NZ_CP017741.1 Chlamydia trachomatis strain SQ02 chromosome, complete genome
GCF_002741665.1_ASM274166v1_genomic	0	0	0	-	-	0	NZ_CP024205.1 Borrelia miyamotoi strain Izh-5 chromosome, complete genome
GCF_002762215.1_ASM276221v1_genomic	5	0	0	-	-	0	NZ_CP024645.1 Rhizobacter gummiphilus strain NBRC 109400 chromosome, complete genome
GCF_002777075.1_ASM277707v1_genomic	0	0	0	-	-	0	NZ_CP017742.1 Chlamydia trachomatis strain SQ05 chromosome, complete genome
GCF_002777095.1_ASM277709v1_genomic	0	0	0	-	-	0	NZ_CP017743.1 Chlamydia trachomatis strain SQ25 chromosome, complete genome
GCF_002777135.1_ASM277713v1_genomic	0	0	0	-	-	0	NZ_CP017745.1 Chlamydia trachomatis strain SQ15 chromosome, complete genome
GCF_002753015.1_ASM275301v1_genomic	3	4	0	-	-	0	NZ_CP024504.1 Klebsiella pneumoniae strain KSB2_1B chromosome, complete genome
GCF_002777155.1_ASM277715v1_genomic	0	0	0	-	-	0	NZ_CP017746.1 Chlamydia trachomatis strain SQ19 chromosome, complete genome
GCF_002763785.1_ASM276378v1_genomic	1	0	0	-	-	0	NZ_CP024725.1 Prevotella intermedia strain KCOM 2838 chromosome 1, complete sequence
GCF_002763845.1_ASM276384v1_genomic	2	0	0	-	-	0	NZ_CP024729.1 Prevotella intermedia strain KCOM 1933 chromosome 1, complete sequence
GCF_002741785.1_ASM274178v1_genomic	0	0	0	-	-	0	NZ_CP024333.1 Borrelia miyamotoi strain Yekat-1 chromosome, complete genome
GCF_002763955.1_ASM276395v1_genomic	3	0	0	-	-	0	NZ_CP024732.1 Prevotella intermedia strain KCOM 1741 chromosome 1, complete sequence
GCF_002763975.1_ASM276397v1_genomic	3	0	0	-	-	0	NZ_CP024734.1 Prevotella intermedia strain KCOM 1944 chromosome 1, complete sequence
GCF_002770595.1_ASM277059v1_genomic	7	0	0	-	-	0	NZ_CP022986.1 Chryseobacterium camelliae strain Dolsongi-HT1, complete genome
GCF_002764035.1_ASM276403v1_genomic	8	1	0	-	-	0	NZ_CP024780.1 Pectobacterium carotovorum subsp. brasiliense strain BZA12 chromosome, complete genome
GCF_002763675.1_ASM276367v1_genomic	13	1	0	-	-	0	NZ_CP024647.1 Bacillus sp. Lzh-5 chromosome, complete genome
GCF_002764075.1_ASM276407v1_genomic	11	4	0	-	-	0	NZ_CP024797.1 Bacillus velezensis strain TJ02 chromosome, complete genome
GCF_002764135.1_ASM276413v1_genomic	4	2	0	-	-	0	NZ_CP022550.1 Aeromonas salmonicida strain A527 chromosome, complete genome
GCF_002777455.1_ASM277745v1_genomic	0	6	0	-	-	0	NZ_CP018034.1 Glaesserella parasuis str. Nagasaki chromosome, complete genome
GCF_002776715.1_ASM277671v1_genomic	4	1	0	-	-	0	NZ_CP017307.1 Xanthomonas campestris pv. campestris str. CN17 chromosome, complete genome
GCF_002795265.1_ASM279526v1_genomic	0	0	0	-	-	0	NZ_CP024870.1 Spiroplasma clarkii strain CN-5 chromosome, complete genome
GCF_002776775.1_ASM277677v1_genomic	4	2	0	-	-	0	NZ_CP017310.1 Xanthomonas campestris pv. campestris str. CN12 chromosome, complete genome
GCF_002776575.1_ASM277657v1_genomic	4	1	0	-	-	0	NZ_CP022548.1 Sphingorhabdus sp. YGSMI21 chromosome, complete genome
GCF_002741825.1_ASM274182v1_genomic	0	0	0	-	-	0	NZ_CP024371.1 Borrelia miyamotoi strain Izh-14 chromosome, complete genome
GCF_002786535.1_ASM278653v1_genomic	4	2	0	-	-	0	NZ_CP022291.1 Staphylococcus aureus subsp. aureus strain EDCC5464 chromosome, complete genome
GCF_002762545.2_ASM276254v2_genomic	6	6	0	-	-	0	NZ_CP035672.1 Acinetobacter baumannii strain VB23193 chromosome, complete genome
GCF_002763515.2_ASM276351v3_genomic	5	4	0	-	-	0	NZ_CP024650.2 Escherichia coli strain BH100 substr. MG2014 chromosome, complete genome
GCF_002786465.1_ASM278646v1_genomic	5	4	0	-	-	0	NZ_CP022290.1 Staphylococcus aureus subsp. aureus strain EDCC5458 chromosome, complete genome
GCF_002794435.1_ASM279443v1_genomic	6	0	0	-	-	0	NZ_CP024602.1 Corynebacterium pseudotuberculosis strain PA08 chromosome, complete genome
GCF_002776735.1_ASM277673v1_genomic	3	0	0	-	-	0	NZ_CP017308.1 Xanthomonas campestris pv. campestris str. CN03 chromosome, complete genome
GCF_002795825.1_ASM279582v1_genomic	1	0	0	-	-	0	NZ_CP018800.1 Mariprofundus ferrinatatus strain CP-8 chromosome, complete genome
GCF_002795805.1_ASM279580v1_genomic	1	0	0	-	-	0	NZ_CP018799.1 Mariprofundus aestuarium strain CP-5 chromosome, complete genome
GCF_002777395.1_ASM277739v1_genomic	1	2	0	-	-	0	NZ_CP018032.1 Glaesserella parasuis D74 chromosome, complete genome
GCF_002763415.1_ASM276341v1_genomic	2	3	0	-	-	0	NZ_CP018651.1 Salmonella enterica subsp. enterica serovar Enteritidis strain 81-1705 chromosome, complete genome
GCF_002741805.1_ASM274180v1_genomic	0	0	0	-	-	0	NZ_CP024351.1 Borrelia miyamotoi strain Izh-16 chromosome, complete genome
GCF_002777175.1_ASM277717v1_genomic	2	4	0	-	-	0	NZ_CP017719.1 Salmonella enterica subsp. enterica serovar Hayindogo strain CFSAN050752 chromosome, complete genome
GCF_002787125.1_ASM278712v1_genomic	2	1	0	-	-	0	NZ_CP024843.1 Streptococcus iniae strain FP5228 chromosome, complete genome
GCF_002763655.1_ASM276365v1_genomic	6	1	0	-	-	0	NZ_CP024712.1 Pseudomonas syringae pv. actinidiae strain MAFF212063 chromosome, complete genome
GCF_002795845.1_ASM279584v1_genomic	1	0	0	-	-	0	NZ_CP011797.1 Reinekea forsetii strain Hel1_31_D35, complete genome
GCF_002795865.1_ASM279586v1_genomic	2	1	0	-	-	0	NZ_CP024920.1 Erythrobacter seohaensis strain SW-135 chromosome, complete genome
GCF_002803985.1_ASM280398v1_genomic	0	0	0	-	-	0	NZ_CP024963.1 Entomoplasma luminosum strain PIMN-1 chromosome, complete genome
GCF_002763995.1_ASM276399v1_genomic	4	9	0	-	-	0	NZ_CP024720.1 Escherichia coli isolate NQ3 chromosome, complete genome
GCF_002764015.1_ASM276401v1_genomic	4	9	0	-	-	0	NZ_CP024717.1 Escherichia coli strain LS4 chromosome, complete genome
GCF_002804005.1_ASM280400v1_genomic	0	0	0	-	-	0	NZ_CP024965.1 Entomoplasma somnilux strain PYAN-1 chromosome, complete genome
GCF_002804025.1_ASM280402v1_genomic	0	0	0	-	-	0	NZ_CP024969.1 Mesoplasma tabanidae strain BARC 857 chromosome, complete genome
GCF_002777255.1_ASM277725v1_genomic	6	2	0	-	-	0	NZ_CP017634.1 Peptococcaceae bacterium DCMF, complete genome
GCF_002803825.1_ASM280382v1_genomic	3	2	0	-	-	0	NZ_CP024974.1 Streptococcus suis strain CZ130302 chromosome, complete genome
GCF_002804105.1_ASM280410v1_genomic	0	0	0	-	-	0	NZ_CP024964.1 Entomoplasma melaleucae strain M1 chromosome, complete genome
GCF_002804125.1_ASM280412v1_genomic	0	0	0	-	-	0	NZ_CP024966.1 Mesoplasma entomophilum strain TAC chromosome, complete genome
GCF_002804205.1_ASM280420v1_genomic	0	0	0	-	-	0	NZ_CP024962.1 Entomoplasma freundtii strain BARC 318 chromosome, complete genome
GCF_002795285.1_ASM279528v1_genomic	5	2	0	-	-	0	NZ_CP019574.1 Staphylococcus aureus strain USA400-0051 chromosome, complete genome
GCF_002794415.1_ASM279441v1_genomic	5	2	0	-	-	0	NZ_CP023345.1 Salmonella enterica subsp. diarizonae strain HZS154 chromosome, complete genome
GCF_002803025.2_ASM280302v2_genomic	5	1	0	-	-	0	NZ_CP001172.1 Acinetobacter baumannii AB307-0294, complete genome
GCF_002804225.1_ASM280422v1_genomic	0	0	0	-	-	0	NZ_CP024967.1 Mesoplasma lactucae ATCC 49193 strain 831-C4 chromosome, complete genome
GCF_002804245.1_ASM280424v1_genomic	0	0	0	-	-	0	NZ_CP024968.1 Mesoplasma coleopterae strain BARC 779 chromosome, complete genome
GCF_002762135.3_ASM276213v3_genomic	2	6	0	-	-	0	NZ_CP024619.1 Salmonella enterica subsp. enterica serovar Typhimurium strain BL10 chromosome, complete genome
GCF_002795885.1_ASM279588v1_genomic	11	8	0	-	-	0	NZ_CP024922.1 Bacillus velezensis strain AGVL-005 chromosome, complete genome
GCF_002796405.1_ASM279640v1_genomic	4	3	0	-	-	0	NZ_CP024880.1 Klebsiella aerogenes strain AR_0018 chromosome, complete genome
GCF_002796425.1_ASM279642v1_genomic	4	3	0	-	-	0	NZ_CP024883.1 Klebsiella aerogenes strain AR_0007 chromosome, complete genome
GCF_002786865.1_ASM278686v1_genomic	3	5	0	-	-	0	NZ_CP024819.1 Citrobacter freundii strain CRCB-101 chromosome, complete genome
GCF_002796465.1_ASM279646v1_genomic	13	3	0	-	-	0	NZ_CP024897.1 Bacillus velezensis strain CN026 chromosome, complete genome
GCF_002803925.1_ASM280392v1_genomic	4	0	0	-	-	0	NZ_CP024930.1 Aeromonas veronii strain X11 chromosome, complete genome
GCF_002803965.1_ASM280396v1_genomic	5	3	0	-	-	0	NZ_CP024931.1 Corynebacterium striatum strain 215 chromosome, complete genome
GCF_002804065.1_ASM280406v1_genomic	2	0	0	-	-	0	NZ_CP024955.1 Kyrpidia spormannii strain EA-1 chromosome, complete genome
GCF_002777535.1_ASM277753v1_genomic	22	0	0	-	-	0	NZ_CP022438.1 Streptomyces peucetius subsp. caesius ATCC 27952 chromosome, complete genome
GCF_002810325.1_ASM281032v1_genomic	2	2	0	-	-	0	NZ_CP019489.1 Bartonella sp. 1-1C chromosome, complete genome
GCF_002804185.1_ASM280418v1_genomic	3	4	0	-	-	0	NZ_CP024954.1 Lactococcus lactis subsp. lactis strain F44 chromosome, complete genome
GCF_002803885.1_ASM280388v1_genomic	5	2	0	-	-	0	NZ_CP024998.1 Staphylococcus aureus strain 55-99-44 chromosome, complete genome
GCF_002776835.1_ASM277683v1_genomic	4	1	0	-	-	0	NZ_CP017319.1 Xanthomonas campestris pv. campestris str. CN18 chromosome, complete genome
GCF_002804085.1_ASM280408v1_genomic	7	1	0	-	-	0	NZ_CP024932.1 Corynebacterium striatum strain 216 chromosome, complete genome
GCF_002808045.1_ASM280804v1_genomic	1	0	0	-	-	0	NZ_CP025000.1 Idiomarina sp. X4 chromosome, complete genome
GCF_002786455.2_ASM278645v2_genomic	1	0	0	-	-	0	NZ_CP024185.2 Moraxella osloensis strain TT16 chromosome, complete genome
GCF_002796605.1_ASM279660v1_genomic	3	0	0	-	-	0	NZ_CP024923.1 Sphingomonas sp. Cra20 chromosome, complete genome
GCF_002803945.1_ASM280394v1_genomic	4	2	0	-	-	0	NZ_CP024933.1 Aeromonas veronii strain X12 chromosome, complete genome
GCF_002796445.1_ASM279644v1_genomic	2	1	0	-	-	0	NZ_CP024889.1 Escherichia coli strain AR_0019 chromosome, complete genome
GCF_002803865.1_ASM280386v1_genomic	3	1	0	-	-	0	NZ_CP024970.1 Erwinia amylovora strain E-2 chromosome, complete genome
GCF_002804285.1_ASM280428v1_genomic	3	4	0	-	-	0	NZ_CP024958.1 Lactococcus lactis subsp. lactis strain G423 chromosome, complete genome
GCF_002787315.1_ASM278731v1_genomic	4	2	0	-	-	0	NZ_CP024859.1 Escherichia coli strain AR_0014, complete genome
GCF_002796505.1_ASM279650v1_genomic	2	5	0	-	-	0	NZ_CP024881.1 Citrobacter freundii strain AR_0022, complete genome
GCF_002812425.1_ASM281242v1_genomic	1	0	0	-	-	0	NZ_CP025027.1 Streptococcus agalactiae strain SGEHI2015-107 chromosome, complete genome
GCF_002777275.1_ASM277727v1_genomic	3	4	0	-	-	0	NZ_CP017787.1 Enterococcus faecium strain E232 chromosome, complete genome
GCF_002787395.1_ASM278739v1_genomic	4	5	0	-	-	0	NZ_CP024812.1 Enterobacter sp. CRENT-193 chromosome, complete genome
GCF_002796525.1_ASM279652v1_genomic	6	4	0	-	-	0	NZ_CP024885.1 Klebsiella aerogenes strain AR_0009 chromosome, complete genome
GCF_002812505.1_ASM281250v1_genomic	1	0	0	-	-	0	NZ_CP025026.1 Streptococcus agalactiae strain SGEHI2015-113 chromosome, complete genome
GCF_002796585.1_ASM279658v1_genomic	3	8	0	-	-	0	NZ_CP024886.1 Escherichia coli strain AR_0017 chromosome, complete genome
GCF_002812445.1_ASM281244v1_genomic	1	2	0	-	-	0	NZ_CP025028.1 Streptococcus agalactiae strain SGEHI2015-95 chromosome, complete genome
GCF_002812465.1_ASM281246v1_genomic	1	1	0	-	-	0	NZ_CP025029.1 Streptococcus agalactiae strain SGEHI2015-25 chromosome, complete genome
GCF_002786655.1_ASM278665v1_genomic	2	6	0	-	-	0	NZ_CP024830.1 Escherichia coli strain CREC-532 chromosome, complete genome
GCF_002764115.1_ASM276411v1_genomic	5	1	0	-	-	0	NZ_CP017940.1 Phyllobacterium zundukense strain Tri-48 chromosome, complete genome
GCF_002804265.1_ASM280426v1_genomic	8	2	0	-	-	0	NZ_CP024956.1 Pectobacterium atrosepticum strain 36A chromosome, complete genome
GCF_002787215.1_ASM278721v1_genomic	2	6	0	-	-	0	NZ_CP024851.1 Escherichia coli strain AR_0006, complete genome
GCF_002787645.1_ASM278764v1_genomic	3	4	0	-	-	0	NZ_CP024826.1 Escherichia coli strain CREC-544 chromosome, complete genome
GCF_002812525.1_ASM281252v1_genomic	2	1	0	-	-	0	NZ_CP025043.1 Streptococcus suis strain AH681 chromosome, complete genome
GCF_002787545.1_ASM278754v1_genomic	2	6	0	-	-	0	NZ_CP024815.1 Escherichia coli strain CREC-629 chromosome, complete genome
GCF_002786755.1_ASM278675v1_genomic	4	5	0	-	-	0	NZ_CP024838.1 Klebsiella pneumoniae strain CRKP-1215 chromosome, complete genome
GCF_002813555.1_ASM281355v1_genomic	0	0	0	-	-	0	NZ_CP025057.1 Spiroplasma floricola 23-6 chromosome, complete genome
GCF_002788295.1_ASM278829v1_genomic	4	2	0	-	-	0	NZ_CP024855.1 Escherichia coli strain AR_0011, complete genome
GCF_002812345.2_ASM281234v2_genomic	4	1	0	-	-	0	NZ_CP025023.1 Staphylococcus argenteus strain XNO106 chromosome, complete genome
GCF_002787755.1_ASM278775v1_genomic	4	5	0	-	-	0	NZ_CP024834.1 Klebsiella pneumoniae strain CRKP-2297 chromosome, complete genome
GCF_002788115.1_ASM278811v1_genomic	2	9	0	-	-	0	NZ_CP024862.1 Escherichia coli strain AR_0015, complete genome
GCF_002813535.1_ASM281353v1_genomic	4	0	0	-	-	0	NZ_CP025076.1 Streptococcus pneumoniae strain 19F chromosome, complete genome
GCF_002813635.1_ASM281363v1_genomic	4	0	0	-	-	0	NZ_CP016382.1 Spiribacter roseus strain SSL50 chromosome, complete genome
GCF_002812605.1_ASM281260v1_genomic	2	1	0	-	-	0	NZ_CP025045.1 Clostridioides difficile strain W0023a chromosome
GCF_002812585.1_ASM281258v1_genomic	2	4	0	-	-	0	NZ_CP025044.1 Clostridioides difficile strain R0104a chromosome
GCF_002812645.1_ASM281264v1_genomic	2	2	0	-	-	0	NZ_CP025047.1 Clostridioides difficile strain W0003a chromosome
GCF_002812625.1_ASM281262v1_genomic	2	3	0	-	-	0	NZ_CP025046.1 Clostridioides difficile strain W0022a chromosome
GCF_002804165.1_ASM280416v1_genomic	31	0	0	-	-	0	NZ_CP024957.1 Streptomyces cavourensis strain 1AS2a chromosome, complete genome
GCF_002812545.1_ASM281254v1_genomic	2	5	0	-	-	0	NZ_CP025048.1 Escherichia coli strain SC516 chromosome, complete genome
GCF_002787935.1_ASM278793v1_genomic	2	9	0	-	-	0	NZ_CP024821.1 Escherichia coli strain CREC-591 chromosome, complete genome
GCF_002803805.1_ASM280380v2_genomic	3	14	0	-	-	0	NZ_CP024978.1 Escherichia coli strain CV839-15 chromosome, complete genome
GCF_002813715.1_ASM281371v1_genomic	8	0	0	-	-	0	NZ_CP017601.1 Legionella pneumophila strain D6026 chromosome, complete genome
GCF_002813955.1_ASM281395v1_genomic	5	2	0	-	-	0	NZ_CP018838.1 Streptococcus pneumoniae strain 11A chromosome, complete genome
GCF_002813735.1_ASM281373v1_genomic	8	0	0	-	-	0	NZ_CP017602.1 Legionella pneumophila strain D5945 chromosome, complete genome
GCF_002812565.2_ASM281256v2_genomic	5	2	0	-	-	0	NZ_CP025035.2 Pseudomonas sp. SGAir0191 chromosome, complete genome
GCF_002814135.1_ASM281413v1_genomic	2	1	0	-	-	0	NZ_CP022435.1 Streptococcus uberis strain NZ01 chromosome, complete genome
GCF_002803845.1_ASM280384v1_genomic	28	0	0	-	-	0	NZ_CP024985.1 Streptomyces lavendulae subsp. lavendulae strain CCM 3239 chromosome, complete genome
GCF_002813045.1_ASM281304v1_genomic	3	3	0	-	-	0	NZ_CP018259.1 Acinetobacter bereziniae strain XH901, complete genome
GCF_002813065.1_ASM281306v1_genomic	3	0	0	-	-	0	NZ_CP018260.1 Acinetobacter haemolyticus strain XH900, complete genome
GCF_002812485.1_ASM281248v1_genomic	9	2	0	-	-	0	NZ_CP025003.1 Dickeya fangzhongdai strain DSM 101947 chromosome, complete genome
GCF_002796545.1_ASM279654v1_genomic	30	0	0	-	-	0	NZ_CP024894.1 Amycolatopsis sp. AA4 chromosome, complete genome
GCF_002813935.1_ASM281393v1_genomic	2	2	0	-	-	0	NZ_CP019383.1 Salmonella enterica subsp. enterica serovar Typhimurium strain FORC50 chromosome, complete genome
GCF_002813615.1_ASM281361v1_genomic	1	1	0	-	-	0	NZ_CP016355.1 Lactobacillus paracasei subsp. paracasei strain TMW 1.1434 chromosome, complete genome
GCF_002812705.1_ASM281270v1_genomic	5	3	0	-	-	0	NZ_CP025030.1 Achromobacter spanius strain DSM 23806 chromosome, complete genome
GCF_002813755.1_ASM281375v1_genomic	1	3	0	-	-	0	NZ_CP018061.1 Enterococcus mundtii strain DSM 4838, complete genome
GCF_002831625.1_ASM283162v1_genomic	2	0	0	-	-	0	NZ_CP025116.1 Nonlabens sp. MB-3u-79 chromosome, complete genome
GCF_002831545.1_ASM283154v1_genomic	4	2	0	-	-	0	NZ_CP025095.1 Streptococcus suis strain HN136 chromosome, complete genome
GCF_002803905.1_ASM280390v1_genomic	2	3	0	-	-	0	NZ_CP024801.1 Escherichia coli strain AMA1167 chromosome, complete genome
GCF_002812825.1_ASM281282v1_genomic	11	6	1	other	3003569-3047749	6526814	NZ_CP025049.1 Pseudomonas aeruginosa strain PB369 chromosome, complete genome
GCF_002838205.1_ASM283820v1_genomic	0	1	0	-	-	0	NZ_CP017950.1 Tenericutes bacterium MZ-XQ chromosome, complete genome
GCF_002831665.1_ASM283166v1_genomic	2	0	0	-	-	0	NZ_CP025118.1 Lacinutrix sp. Bg11-31 chromosome, complete genome
GCF_002812365.1_ASM281236v1_genomic	4	6	0	-	-	0	NZ_CP025005.1 Klebsiella pneumoniae strain AUSMDU00003562 chromosome, complete genome
GCF_002831685.1_ASM283168v1_genomic	3	0	0	-	-	0	NZ_CP025119.1 Polaribacter sp. ALD11 chromosome, complete genome
GCF_002812845.1_ASM281284v1_genomic	11	6	1	other	3040378-3084558	6638559	NZ_CP025050.1 Pseudomonas aeruginosa strain PB368 chromosome, complete genome
GCF_002831505.1_ASM283150v1_genomic	0	1	0	-	-	0	NZ_CP025077.1 Enterococcus faecium strain LS170308 chromosome, complete genome
GCF_002812385.1_ASM281238v1_genomic	4	5	0	-	-	0	NZ_CP025008.1 Klebsiella pneumoniae strain AUSMDU00008119 chromosome, complete genome
GCF_002812905.1_ASM281290v1_genomic	11	4	0	-	-	0	NZ_CP025055.1 Pseudomonas aeruginosa strain PB350 chromosome, complete genome
GCF_002831485.1_ASM283148v1_genomic	0	3	0	-	-	0	NZ_CP025082.1 Listeria monocytogenes strain MF4626 chromosome, complete genome
GCF_002831605.1_ASM283160v1_genomic	3	0	0	-	-	0	NZ_CP025115.1 Alteromonas sp. MB-3u-76 chromosome, complete genome
GCF_002814015.1_ASM281401v1_genomic	3	4	0	-	-	0	NZ_CP018306.1 Klebsiella pneumoniae strain 459 chromosome, complete genome
GCF_002831645.1_ASM283164v1_genomic	3	0	0	-	-	0	NZ_CP025117.1 Olleya sp. Bg11-27 chromosome, complete genome
GCF_002838225.1_ASM283822v1_genomic	1	0	0	-	-	0	NZ_CP021390.1 Bifidobacterium breve strain DRBB26 chromosome, complete genome
GCF_002812925.1_ASM281292v1_genomic	11	4	0	-	-	0	NZ_CP025056.1 Pseudomonas aeruginosa strain PB367 chromosome, complete genome
GCF_002838245.1_ASM283824v1_genomic	0	1	0	-	-	0	NZ_CP021384.1 Bifidobacterium breve strain NRBB01 chromosome, complete genome
GCF_002838305.1_ASM283830v1_genomic	0	0	0	-	-	0	NZ_CP021388.1 Bifidobacterium breve strain NRBB11 chromosome, complete genome
GCF_002838325.1_ASM283832v1_genomic	0	0	0	-	-	0	NZ_CP021387.1 Bifidobacterium breve strain NRBB09 chromosome, complete genome
GCF_002838285.1_ASM283828v1_genomic	3	0	0	-	-	0	NZ_CP021386.1 Bifidobacterium breve strain NRBB04 chromosome, complete genome
GCF_002813975.1_ASM281397v1_genomic	2	2	0	-	-	0	NZ_CP015524.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SJTUF10978 chromosome, complete genome
GCF_002813995.1_ASM281399v1_genomic	2	2	0	-	-	0	NZ_CP015526.1 Salmonella enterica subsp. enterica serovar Enteritidis strain SJTUF10984 chromosome, complete genome
GCF_002838265.1_ASM283826v1_genomic	1	1	0	-	-	0	NZ_CP021385.1 Bifidobacterium breve strain NRBB02 chromosome, complete genome
GCF_002838365.1_ASM283836v1_genomic	0	1	0	-	-	0	NZ_CP021391.1 Bifidobacterium breve strain NRBB50 chromosome, complete genome
GCF_002838345.1_ASM283834v1_genomic	0	1	0	-	-	0	NZ_CP021389.1 Bifidobacterium breve strain NRBB57 chromosome, complete genome
GCF_002838185.1_ASM283818v1_genomic	0	2	0	-	-	0	NZ_CP017948.1 Tenericutes bacterium MO-XQ chromosome, complete genome
GCF_002812885.1_ASM281288v1_genomic	12	5	0	-	-	0	NZ_CP025053.1 Pseudomonas aeruginosa strain PB354 chromosome, complete genome
GCF_002812865.1_ASM281286v1_genomic	12	5	0	-	-	0	NZ_CP025051.1 Pseudomonas aeruginosa strain PB353 chromosome, complete genome
GCF_002838385.1_ASM283838v1_genomic	0	1	0	-	-	0	NZ_CP021393.1 Bifidobacterium breve strain NRBB52 chromosome, complete genome
GCF_002813595.1_ASM281359v1_genomic	5	3	0	-	-	0	NZ_CP025080.1 Klebsiella pneumoniae strain SGH10 chromosome, complete genome
GCF_002838405.1_ASM283840v1_genomic	0	0	0	-	-	0	NZ_CP021392.1 Bifidobacterium breve strain NRBB51 chromosome, complete genome
GCF_002811325.2_ASM281132v2_genomic	5	7	0	-	-	0	NZ_CP028583.1 Klebsiella pneumoniae strain WCHKP36 chromosome, complete genome
